address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
"5960 Losee Rd, Unit 121","{'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",4tavcWXLEBC3gaoeL0f0FQ,"Food, Chocolatiers & Shops, Shaved Ice, Desserts, Specialty Food, Ice Cream & Frozen Yogurt",North Las Vegas,"{'Monday': '13:0-21:0', 'Tuesday': '13:0-21:0', 'Wednesday': '13:0-21:0', 'Thursday': '13:0-21:0', 'Friday': '13:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-17:0'}",1,36.2681405,-115.1154884,Dylan’s Family Ice Cream,89081,152,4.5,NV
135 S Main St,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""'beer_and_wine'""}",LbLG9_hNG6mqmJyfMhaoIQ,"Event Planning & Services, Smokehouse, Barbeque, Caterers, Restaurants, Sandwiches, Ice Cream & Frozen Yogurt, Food, Breakfast & Brunch",Oregon,"{'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '7:30-21:0', 'Sunday': '7:30-21:0'}",1,42.9255658,-89.38480159999999,Ziggy's BBQ Smokehouse & Ice Cream Parlor,53575,30,4.0,WI
8432 Old Statesville Ave,"{'WiFi': ""u'no'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",VFk2Av4mpDkoKgjHpVnxPQ,"Ice Cream & Frozen Yogurt, Food, Bakeries",Charlotte,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:30-22:0'}",0,35.33806,-80.8240579,Divine Cupcakes & Yogurt Cafe,28269,16,3.0,NC
7510 S Rural Rd,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True'}",W4LRU508M_TRjShk8lqVyw,"Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",Tempe,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",1,33.3500101264,-111.9290613572,Dairy Queen,85283,28,2.5,AZ
"2505 Anthem Village Dr, Ste B","{'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",QxyxUvkYN6jA5kSZY3ntZA,"Ice Cream & Frozen Yogurt, Food",Henderson,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",0,35.978482299999996,-115.09913519999999,Swirlicious,89052,24,4.0,NV
4435 Hwy 49 S,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'Caters': 'False'}",3GGmY_QhqHnIEqk62p7cVA,"Restaurants, Food, American (Traditional), Burgers, Cheesesteaks, Ice Cream & Frozen Yogurt, Fast Food",Harrisburg,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.321918451100004,-80.64904689789999,Hwy 55 Burgers Shakes & Fries,28075,46,3.5,NC
"9009 Jm Keynes Dr, Ste 3","{'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}",pvNlEkUozt6B1BhGnsj77g,"Food, Ice Cream & Frozen Yogurt",Charlotte,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",1,35.31057070000001,-80.749285,Fruiticup,28262,57,3.5,NC
9516 W Flamingo Rd,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'False', 'WiFi': ""'free'""}",1Vn_lex3LGGwuTo-xeJnww,"Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-22:30'}",1,36.1157430355,-115.2996463523,Yogurtland,89147,131,4.0,NV
377 N Nellis Blvd,"{'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsAttire': ""'casual'""}",DDs5YMhAjnP6oA5-eGw_TQ,"Burgers, Ice Cream & Frozen Yogurt, Food, Fast Food, American (Traditional), Restaurants",Las Vegas,"{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-0:0'}",1,36.170130921500004,-115.06274745620001,Sonic Drive-In,89110,36,2.0,NV
"5355 Ballantyne Commons Pkwy, Ste 100","{'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",vue4UI9o6wI3p0q3Gq4liw,"Ice Cream & Frozen Yogurt, Gelato, Food",Charlotte,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:0'}",1,35.0626386098,-80.7735459414,The Local Scoop,28277,53,4.5,NC
"Fashion Show Mall, 3200 Las Vegas Blvd S","{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3nooaG-Tik4WzPxU43Bm9A,"Coffee & Tea, Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}",0,36.124423,-115.146372,Gelato Cafe,89109,14,3.0,NV
"875 S Grand Central Pkwy, Ste 1490","{'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False'}",oL_fYqSHG63vR0TBMyoo_A,"Food, Salad, Juice Bars & Smoothies, Soup, Ice Cream & Frozen Yogurt, Restaurants",Las Vegas,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}",1,36.163691,-115.157758,Green Leaf's & Bananas,89106,26,2.0,NV
701 S 6th St,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",z50FVnW-Lcevj8z2KZQ_gw,"Ice Cream & Frozen Yogurt, Food",Champaign,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0'}",0,40.1102758,-88.23041040000001,Beri Frozen Yogurt,61820,13,4.0,IL
"6268 E Cave Creek Rd, Ste 8","{'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",H_n4p1w7bLyfkpN74h4PcA,"Food, Ice Cream & Frozen Yogurt, Specialty Food, Desserts",Cave Creek,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-16:0'}",1,33.832421999999994,-111.94488999999999,The City Creamery,85331,31,5.0,AZ
"1911 W Main St, Ste 3D","{'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}",6lgRm13PvA6iMGc7PmqK9Q,"Desserts, Juice Bars & Smoothies, Shaved Ice, Food, Ice Cream & Frozen Yogurt, Coffee & Tea",Mesa,"{'Monday': '12:0-20:30', 'Tuesday': '12:0-18:30', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:30-21:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-19:0'}",0,33.4135730714,-111.87222810360001,Ice Lab,85201,92,5.0,AZ
"The Pavillions at Talking Stick, 9120 E Indian Bend Rd, Ste E-1","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",OeY-NjAa4qkGYNixR7XEqg,"Ice Cream & Frozen Yogurt, Food",Scottsdale,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,33.538435,-111.884327,Yogurtini,85256,16,4.0,AZ
"16455 N Scottsdale Rd, Ste 101","{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}",eG1qXGgn0g9clJsfT054Eg,"Ice Cream & Frozen Yogurt, Food",Scottsdale,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:0-22:0'}",1,33.6353566,-111.922533,Golden Spoon,85254,57,3.5,AZ
536 Church Street,"{'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",7Fk52W2HkAGXW90-RCSJog,"Ice Cream & Frozen Yogurt, Custom Cakes, Food",Toronto,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",1,43.6650266,-79.38082320000001,Baskin Robbins,M4Y 2E1,11,3.5,ON
1515 Madison Ave,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'False', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",CslboLl_NXJDf5Hj3YsDyg,"Specialty Schools, Food, Ice Cream & Frozen Yogurt, Education, Cooking Schools",Painesville,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",1,41.726737799999995,-81.19703259999999,Carlone's Candy and Ice Cream,44077,3,4.0,OH
337A Bloor Street West,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}",XNjMGEboQTvRJVg6S9bbrQ,"Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Desserts",Toronto,"{'Monday': '12:0-22:30', 'Tuesday': '12:0-22:30', 'Wednesday': '12:0-22:30', 'Thursday': '12:0-22:30', 'Friday': '12:0-22:30', 'Saturday': '14:0-22:30', 'Sunday': '13:0-22:0'}",0,43.667286499999996,-79.40079940000001,Mon Berri Frozen Yogurt & Pâtisserie Café,M5S 1W7,18,3.5,ON
"4730 E Indian School Rd, Ste 113","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}",Hv_F1yErD0slkYCI1V9SPw,"Shaved Ice, Restaurants, Ice Cream & Frozen Yogurt, Desserts, Food",Phoenix,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-17:0'}",1,33.4952900055,-111.97987981600001,Rita's Italian Ice,85018,59,4.5,AZ
2193 Warrensville Center Rd,,gnYF5wj2-g3MT7AM5BIlTg,"Ice Cream & Frozen Yogurt, Food",Cleveland,,0,41.4995989,-81.5361822,Cold Stone Creamery,44118,3,1.5,OH
2206 E Williams Field Rd,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}",QRxXmK63O4nqSgtQNB4ERg,"Ice Cream & Frozen Yogurt, Desserts, Food",Gilbert,,0,33.3106624138,-111.74298803719999,Smasher's Ice Cream Sandwiches,85295,24,4.0,AZ
"16055 N Arrowhead Fountains Center Dr, Ste 1A","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}",FzeuYzuewhsJEUmzp7b6Ig,"Food, Ice Cream & Frozen Yogurt",Peoria,"{'Monday': '16:0-20:0', 'Tuesday': '11:0-23:0', 'Wednesday': '12:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-19:0'}",1,33.6305773,-112.23807439999999,Yummee Yogurt,85382,13,3.5,AZ
3458 Harts Run Rd,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}",mSVHcnKKX4CVoLtbp_PuZA,"Food, Ice Cream & Frozen Yogurt",Glenshaw,,1,40.5497936,-79.91488509999999,Ice Cream World,15116,4,4.0,PA
4846 Library Rd,"{'GoodForKids': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'NoiseLevel': ""'quiet'""}",MWWOPM-o6lCEQ_SyD9AoaA,"Food, Restaurants, Ice Cream & Frozen Yogurt, Fast Food, Juice Bars & Smoothies",Bethel Park,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:30'}",1,40.346414200000005,-80.02762779999999,Dairy Queen,15102,11,3.5,PA
15560 N Frank Lloyd Wright Blvd,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}",vTHTpEs9wtJiRe5MnTq1wg,"Ice Cream & Frozen Yogurt, Food, Creperies, Restaurants",Scottsdale,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}",0,33.629191999999996,-111.88947900000001,Ice Tango,85260,17,4.5,AZ
13735 Madison Ave,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}",cnNGk_VCnby_WgLn43ovcA,"Food, Breakfast & Brunch, Restaurants, Ice Cream & Frozen Yogurt, Coffee & Tea",Lakewood,"{'Monday': '5:30-21:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-21:0', 'Friday': '5:30-22:0', 'Saturday': '6:30-22:0', 'Sunday': '7:30-18:0'}",1,41.4768983923,-81.7891991849,Addicted Coffee & Ice Cream,44107,15,5.0,OH
5529 Walnut St,"{'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",0y9Bjze2woK_CZ_S8ijrUQ,"Food, Desserts, Ice Cream & Frozen Yogurt",Pittsburgh,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,40.451702000000004,-79.93275849999999,Happy Berry Frozen Yogurt,15232,29,3.0,PA
"7060 S Rainbow Blvd, Ste 110","{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}",9yFqdZa0osahV6qjFJ_Saw,"Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}",1,36.0603562,-115.2417507,Yogurtland,89118,74,4.0,NV
313 5005 Dalhousie Drive NW,"{'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'DriveThru': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True'}",LMkG1msUz1RpQBYS6pc_WA,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food",Calgary,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,51.1047503193,-114.16161313129999,Dairy Queen,T3A 5R8,3,3.5,AB
17505 East Bagley Rd,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}",kGiy99E0C5GHEkyty1ZAdQ,"Restaurants, Burgers, American (Traditional), Ice Cream & Frozen Yogurt, Food",Middleburg Heights,,0,41.371331,-81.8224952,Friendly's,44130,6,2.5,OH
4656 Cottage Grove Rd,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BikeParking': 'True'}",_D7rUvTYVivYBDeGL_gTVQ,"Ice Cream & Frozen Yogurt, Food",Madison,,1,43.0852308,-89.3012718,Dairy Queen,53716,20,1.0,WI
